ID,label
1453,0.0
655,0.0
1178,0.0
548,0.0
1547,0.0
1712,0.0
1685,0.0
1095,0.0
138,0.0
754,0.0
1048,0.0
1851,0.0
765,0.0
234,0.0
1192,0.0
337,0.0
1360,0.0
955,0.0
704,0.0
1956,0.0
1872,0.0
1704,0.0
2008,0.0
1476,0.0
1878,0.0
756,0.0
651,0.0
1354,0.0
596,0.0
7,0.0
341,0.0
85,0.0
977,0.0
1837,0.0
184,0.0
2160,0.0
1377,0.0
1637,0.0
811,0.0
1624,0.0
203,0.0
112,0.0
1307,0.0
928,0.0
706,0.0
683,0.0
1401,0.0
976,0.0
1294,0.0
465,0.0
1198,0.0
943,0.0
1390,0.0
1523,0.0
1997,0.0
1045,0.0
131,0.0
1839,0.0
1763,0.0
187,0.0
1313,0.0
1696,0.0
979,0.0
789,0.0
939,0.0
1278,0.0
1874,0.0
466,0.0
1382,0.0
2118,0.0
22,0.0
1323,0.0
840,0.0
1469,0.0
296,0.0
1912,0.0
1470,0.0
1089,0.0
899,0.0
1205,0.0
975,0.0
763,0.0
2148,0.0
1568,0.0
1413,0.0
405,0.0
1012,0.0
263,0.0
1780,0.0
625,0.0
910,0.0
1006,0.0
152,0.0
1831,0.0
424,0.0
2178,0.0
1518,0.0
1571,0.0
1522,0.0
2025,0.0
1749,0.0
1865,0.0
1328,0.0
1231,0.0
2244,0.0
1258,0.0
649,0.0
76,0.0
718,0.0
866,0.0
110,0.0
192,0.0
343,0.0
961,0.0
1166,0.0
923,0.0
1482,0.0
2051,0.0
1097,0.0
697,0.0
2137,0.0
1029,0.0
1969,0.0
1855,0.0
1790,0.0
1305,0.0
1436,0.0
554,0.0
784,0.0
1824,0.0
486,0.0
2054,0.0
1765,0.0
111,0.0
1113,0.0
659,0.0
522,0.0
1191,0.0
2174,0.0
83,0.0
820,0.0
1730,0.0
93,0.0
530,0.0
1264,0.0
9,0.0
1801,0.0
133,0.0
2207,0.0
2107,0.0
165,0.0
906,0.0
1387,0.0
415,0.0
2114,0.0
1220,0.0
1991,0.0
328,0.0
1953,0.0
729,0.0
2080,0.0
1269,0.0
1954,0.0
1601,0.0
983,0.0
2071,0.0
2090,0.0
1067,0.0
1190,0.0
171,0.0
1493,0.0
1441,0.0
1091,0.0
50,0.0
1785,0.0
1416,0.0
1356,0.0
518,0.0
978,0.0
397,0.0
441,0.0
1333,0.0
1549,0.0
1055,0.0
1165,0.0
964,0.0
1829,0.0
990,0.0
1980,0.0
577,0.0
425,0.0
1509,0.0
228,0.0
1728,0.0
665,0.0
1176,0.0
1840,0.0
382,0.0
1289,0.0
941,0.0
452,0.0
1168,0.0
2203,0.0
139,0.0
81,0.0
717,0.0
1807,0.0
812,0.0
448,0.0
1466,0.0
722,0.0
307,0.0
693,0.0
14,0.0
2125,0.0
1922,0.0
44,0.0
950,0.0
924,0.0
470,0.0
1746,0.0
493,0.0
2217,0.0
1733,0.0
500,0.0
157,0.0
1802,0.0
620,0.0
1844,0.0
388,0.0
461,0.0
590,0.0
1782,0.0
796,0.0
609,0.0
136,0.0
1079,0.0
1334,0.0
445,0.0
800,0.0
1970,0.0
865,0.0
1281,0.0
1324,0.0
568,0.0
1856,0.0
826,0.0
407,0.0
1825,0.0
193,0.0
674,0.0
1722,0.0
2205,0.0
21,0.0
1602,0.0
255,0.0
1963,0.0
2000,0.0
1635,0.0
1243,0.0
1585,0.0
230,0.0
113,0.0
2101,0.0
1798,0.0
1061,0.0
287,0.0
242,0.0
1170,0.0
252,0.0
926,0.0
457,0.0
868,0.0
290,0.0
698,0.0
1158,0.0
1935,0.0
725,0.0
992,0.0
1260,0.0
985,0.0
1702,0.0
2141,0.0
297,0.0
1455,0.0
1587,0.0
31,0.0
1672,0.0
618,0.0
1842,0.0
1457,0.0
636,0.0
